OBJECTID,STATE,acres,sqmi,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,SHAPE_Length,SHAPE_Area
1,Utah,54315900,84868.5,241,164,112,28,17,7,77,871593.4,592529.3,404565.7,102111.5,60370.4,25481.6,279064.1,1138382.3,518295.4,179767.2,440319.4,2018,1972272.07426934,219808454163.5
