OBJECTID,STATE,acres,sqmi,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,SHAPE_Length,SHAPE_Area
1,Utah,54315900,84868.5,223,150,102,25,15,7,73,818626.6,550650.9,374596.2,92692.3,56701.5,26660.9,267975.7,1138382.1,518295.5,179767.3,440319.4,2019,1972272.07426934,219808454163.5
