OBJECTID_1,STATE,acres,sqmi,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,SHAPE_Length,SHAPE_Area
1,Utah,54315900,84868.5,239,165,111,32,16,6,75,57,2,16,0,790121.87,543655.03,366146.39,106282.29,51471.82,19754.54,246466.83,186930.85,6232.89,53281.09,22,1134911.58,518010.1,182432.5,434469,2015,1972272.07426934,219808454163.5
