OBJECTID_1,STATE,acres,sqmi,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,SHAPE_Length,SHAPE_Area
1,Utah,54315900,84868.5,245,161,110,30,14,6,84,65,2,17,0,858592.8,564082.1,386418.5,106225,48855.3,22583.4,294510.7,228638.1,6519.6,59312.1,27,1137366.3,517088,180053.4,440224.6,2016,1972272.07426934,219808454163.5
