OBJECTID,STATE,acres,sqmi,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,SHAPE_Length,SHAPE_Area
1,Utah,54315900,84868.5,244,162,110,29,16,6,82,64,2,16,0,870157.63,576412.89,391862.73,105136.13,57869.14,21544.9,293744.74,229384.35,6448.52,56859.14,28.95,1137366.34,517087.99,180053.44,440224.57,2017,1972272.07426934,219808454163.5
